offensive,text
0,"פגסוס בשירות המשטרה | ראשי ערים ומשפחותיהם ""הודבקו"" בתוכנה"
0,חרדים וערבים מסרבים להיות אויבים || אחמד טיבי: ״משה גפני מקצועי והגון״
0,ח''כ ערבי מאיים : ''בקצב הזה המשטר השמאלנים יפול''
0,ראשי המחנה הלאומי בפגישת עבודה
0,דיון| בנים לא הכי טובים... הוכחה:
0,בנים לא הכי טובים... הוכחה:
0,בכיתה שלי הייתה מישהי שהייתה טובה כמו בן בכדורגל והיא הייתה הכי חכמה בכיתה ועקפה את כל הבנים
0,"מקבלים בנות בנים, אף רק לבנים"
1,"ביבי אוכל נבלות, הוכחה גימטרית"
0,למה בנות הולכות עם מכנסיים קצרים קצרים בהרבה משל מכנסיים קצרים של בנים כמעט
0,כל הכבוד לה
0,כל הכבוד לה ילדה חרוצה
1,היא לא חרוצה 
1,היא לא חרוצה
0,כדי לפתח יכולת כלשהי צריך להשקיע
1,היא לא פיתחה כלום
0,טוב פשושית
1,היה לה גם זין הכי גדול מבין כל הבנים
0,דמבלדור יש זקן הכי ארוך
1,בחורה עם זין
0,זה אומר שאתה שילוב של שניהם
0,"הוכחה שמפלגת ""יהדות התורה"" היא מפלגת שמאל אנטי-ציונית"
0,למה כשבאים בנים ממוצא ערבי לחדכ יהודי נפתחות להם העיניים?
0,הוכחה אחת שאלוהים קיים
0,אחלה עכשיו יש לך מטוס על בבית 
1,אני זונה שלך
0,למה אתה צריך ככך הרבה?
0, פורסם במקור על ידי אני ארנב
0,מרן עובדיה יוסף
0,כל חודש זה מצטבר
0, פורסם במקור על ידי מרן עובדיה יוסף
0,ואו מה אתה אומר מזל ששאלתי פה
0,איך אני בודק את השיט הזה
0,איזה לוח אם יש לך?
0,סחר ברשת
0,זו מחשבה שבאמת מעניינת אותי
0,מישהו/י חשב/ה על זה ? או שיש כאלה שעושים את זה מפה?
0,מישהו שעושה דרופשיפינג מסין לארץ
0,מה ההבדל בין דרופשיפינג לבין עסק בישראל ?
0,כמה עולה להקים חנות דרופשיפינג?
0,דיון| פוטין זומם משהו
0,פוטין זומם משהו
0,אתם כאלה דפוקים שאתם אשכרה מאמינים שהצבא הרוסי נכשל בלכבוש את אוקראינה
0,זה בגלל שהוא זומם משהו אחר
0,"נשיא צרפת מאיים על פוטין "" אנחנו נגיב ...והמחיר יהיה גבוה.."" (מישו עף )"
0,"פוטין יפלוש? בקייב לא חוששים, במזרח אוקראינה מזהירים: ""נילחם כמו פרטיזנים"""
0,בנט+לפיד vs פוטין
0,פוטין וראיסי דנו בסיוע המשותף למשטר אסד בסוריה ובמגעים לחידוש הסכם הגרעין
1,אתה נכה
1,אתה רובוט ועדיין לא הפנמת
0,"תוכיח, בהצלחה "
1,רוצה תמונה של הזין שאין לי?
1,גשם של זיינים עליך
0,עדיין לא קיבלתי הוכחה חותכת שהמשתמש שאני מצטט הוא נקבה (ביולוגית) ולכן מדובר בזכר לכל דבר ועניין 
0,אסור לשלוח פה גור
0,בוא לפרטי
0,באמת? איך קראו לך?
0,סודי ביותר 
0,"נפתלי בנט הזמין את פוטין ונשיא אוקראינה לבית שלו,כדי להשכין שלום בינהם"
0,פוטין יכבוש את אוקראיניה ויכתיר את עצמו כמקשפ ברית המועצות?
0,מה הבעיה של פוטין? למה הוא לא עוזב את האוקראינים?
0,אנימה וסרטים
0,אנימה ומנגה
0,"שאלה| רואה אנימה פעם ראשונה, המלצות?"
0,"רואה אנימה פעם ראשונה, המלצות?"
0,איזה עוד אנימות אתם ממליצים?
0,hellsing אנימה
0,מאיזו אנימה החולצה הזו?
0,אנימה נגד החיים האמיתיים
0,vacant courthous
0,מנהל פורומים נארוטו ובקשות אנימה ומנגה
0,מנהל פורום אנימה ומנגה
0,ממליץ על כל מה זה שמעלי המליץ חוץ 
0,מ owari no seraph אנימה מיד לא מעניינת.
0,ממה שהוא המליץ ממליץ לך להתחיל קודם
0,death note - פשוט איכות.
0,ואחרי זה parasyte.
0,איך אנימה הורס הכל (כולל משחקים)
0,תגידו אם יש אנימה שיש בה מכות בישבן….
0,דיון| מי שקנה את הדירה בזול צריך להוסיף כסף על הסכום
0,צפה בתוצאות הסקר: האם אתם העד שבועת הנדלן תתפוצץ
0,מי שקנה את הדירה בזול צריך להוסיף כסף על הסכום
0,אתן בעד שבועת הנדלן תתפוצץ? אני כן
0,רשות המסים רוצה שההורים של הדר מוכתר ישלמו על הדירה שהם קנו רשמו על שמה
0,"הדר מוכתר בדמעות: ""אבא שלי לקח לי את הדירה, אין לי יותר דירה בגללכם!"""
0,"בג""ץ בהחלטה דרמטית נגד נתניהו: זה הסכום שיידרש להשיב"
0,הדר מוכתר ספגה הרבה נזק לקמפיין שלה בגלל הדירה שיש לה
0,"בועת הנדלן תתפוצץ כשקוני הדירות לא יוכלו לעמוד בתשלומים או מחירי הדירות ירדו, הבנקים, הממשלה ובעלי הדירות אינם רוצים בזאת."
0,זה משאיר את כל מי שלא קנה דירה בלב ברירה להיות פראיירים 
0,לשלם למי?
0,"קשה לי להאמין שבועת הנדל""ן תתפוצץ"
0,ארץ נהדרת: הדר מוכתר בתגובה ראשונה לפרשת הדירה
0,"דרשה וקיבלה גט, משמורת, מזונות ואת הדירה, לאחר שאיימה כי תפיל את העובר"
0,הסכום המופרך שליידי גאגא הרוויחה בערב אחד
0,"היי חבר׳ה,"
0,"לאחר שתתקבל ליחידה מסוימת, יש כבר מבדקים רפואיים עמוקים יותר"
0,"בעיה| ברכות לגד""א ומאי גולן על התפקיד החדש בממשלת נתניהו"
0,"ברכות לגד""א ומאי גולן על התפקיד החדש בממשלת נתניהו"
0,ויהיה בטח מינוי של אמסלם לשר מיותר במשרד המשפטים.
0,הפעם דירוג השרים הולך להיות ארוך וקשה מהצפוי.
0,"יש תקווה - יאיר גולן מנהיג השמאל "": אם נתניהו עולה אנחנו נעזוב את האר"
0,ארצות הברית לא מכירה בממשלת השמד הזדון והתרעלה שגריר נפגש עם נתניהו
0,עולמו של הקינג השתנה 🇮🇱😷 נתניהו מגיב על המצב החרבנה בממשלת הריגול והשינ
0,המסמך שחושף: הנטיעות נעצרו גם בממשלת נתניהו
1,ביבי צריך לפטר את אבי מעוז
0,שרת ההסברה של ישראל השנייה
0,אני לא אוהב אותן.
0,"יאיר גולן, סגן שרת הכלכלה, על התפקיד שלו: ''לא ביקשתי את זה ולא רציתי את זה"
0,"נתניהו נגד שר החוץ הצרפתי שהזהיר מאפרטהייד: ""לא נסבול הטפות מוסר"""
0,מה דעתכם על אסטרטגיית נתניהו להשאיר את החמאס כדי שלא תקום מדינה פלסטינית?
0,מדריך| לדעתכם צריך להיות מס על בעלי כנף כמו שיש מס על כלבים וחתולים?
0,לדעתכם צריך להיות מס על בעלי כנף כמו שיש מס על כלבים וחתולים?
0,"החרדים מתכננים מס שנתי על בעלי כלבים ,ראשי הערים מתנגדים"
1,זנות צריך להיות חוקי
0,זה בטוח
0,צריך לאכול את כל הברווזים!
0,זה אווז
0, פורסם במקור על ידי סושיפלצת
0,זה ברווז בסרטון.
0,זה אווז: 
0,חוצוניט שונאת ילדים :<
0,אני אוהבת ילדים :<
0,יש להם חידקים
1,טפילים *
0,"הם לא עצמאיים מספיק כדי לדאוג להגיינה של עצמם, ההורים דואגים :<"
0,לא נו ברווזים זה החומים ירוקים האלה ששוחים במים
0,הם נקראים ברכייה והם מין של ברווזים.
0,החרדים רוצים להטיל מס סביבה על מחזיקי כלבים
0,"איראן: הצעת חוק לאיסור החזקת כלבים וחתולים כחיות מחמד""מנוגד לאיסלם"""
0,מס עבאס
0,"דיון| השמאל הישראלי השתגע, הוא מוביל למלחמת אזרחים."
0,"השמאל הישראלי השתגע, הוא מוביל למלחמת אזרחים."
0,"גנץ ""הגיע הזמן להרעיד את המדינה"""
0,"לפיד ""נילחם ברחובות"""
0,"גנץ ""האחריות על מלחמת האחים תהיה של נתניהו"""
0,ההתנהלות הדו פרצופית של השמאל הישראלי בשמאל כשל מי שלקחו לו את הגבינה
0,"בכיר בשמאל מזהיר: ""מחנה השינוי עלול להוביל את המדינה למלחמת אזרחים"""
0,למה השמאל הישראלי נעלם מהמפה?
0,תומכי טראמפ קוראים למלחמת אזרחים בעקבות הפשיטה על אחוזתו
0,"מצוין, אבל קודם כל והכי חשוב זה גירוש גויים לאלסקה, חלום שיתגשם אמן"
0,"קשה לפספס את הפלאיירים והשלטים שאנשים תולים, בהחלט אנשים השתגעו קצת"
0,וכמה עובדי רפואה יישארו לך בארץ?
0,המזרחין והספרדים מובילים לפילוג עוד מימי המענק הגרמני לניצולי השואה
0,ביבי אמר לבנו גנץ 
0,למה אתה לא מגנה את הדברים נגד הממשלה
0,זה לא מעניין אותי העיקר שיביאו לי כרטיס טיסה לאלסקה
0,אתה טועה.
0,האשכנזים מאירופה שברחו מהשואה לארץ ישראל הם הנחילו תרבות גזענית על בסיס מפא''י הטינופות והפנקס האדום 
1,"אתה מתכוון לאותם אשכנזים שהקימו את הממשלה, קיבלו ""מענק"" ממשלת גרמניה על הזוועת אבל המזרחי/ספרדי רוצה גם, למה?"
